epoch,lr,train_loss,val_loss,step,test_loss
29.0,0.0010000000474974513,0.06439072638750076,0.07320880144834518,3569,
30.0,0.0010000000474974513,0.06344645470380783,0.07334094494581223,3688,0.16265296936035156
31.0,0.0010000000474974513,0.06178003549575806,0.07398435473442078,3807,
32.0,0.0010000000474974513,0.060397837311029434,0.074364572763443,3926,
33.0,0.0010000000474974513,0.05865044891834259,0.07297800481319427,4045,
34.0,0.0010000000474974513,0.056894633919000626,0.07246161997318268,4164,
35.0,0.0010000000474974513,0.05496424436569214,0.07231413573026657,4283,
36.0,0.0010000000474974513,0.05263384059071541,0.07252401858568192,4402,
37.0,0.0010000000474974513,0.05071641132235527,0.0736251100897789,4521,
38.0,0.0010000000474974513,0.04852009564638138,0.0742393210530281,4640,
39.0,0.0010000000474974513,0.04673995450139046,0.0722096636891365,4759,
40.0,0.0010000000474974513,0.04409695044159889,0.07074551284313202,4878,0.1651686131954193
41.0,0.0010000000474974513,0.04205382615327835,0.07221139967441559,4997,
42.0,0.0010000000474974513,0.04029786214232445,0.07159196585416794,5116,
43.0,0.0010000000474974513,0.03848574310541153,0.07175707072019577,5235,
44.0,0.0010000000474974513,0.03612498939037323,0.0699772983789444,5354,
45.0,0.0010000000474974513,0.03449718654155731,0.07221288979053497,5473,
46.0,0.0010000000474974513,0.03271437808871269,0.07191307097673416,5592,
47.0,0.0010000000474974513,0.03164726123213768,0.07255109399557114,5711,
48.0,0.0010000000474974513,0.029907844960689545,0.07142580300569534,5830,
49.0,0.0010000000474974513,0.028852857649326324,0.07154124975204468,5949,
50.0,0.0010000000474974513,0.0276168305426836,0.07210314273834229,6068,0.16599434614181519
51.0,0.0010000000474974513,0.026410993188619614,0.07218249887228012,6187,
52.0,0.0010000000474974513,0.02529485896229744,0.0732187032699585,6306,
53.0,0.0010000000474974513,0.024540256708860397,0.07436643540859222,6425,
54.0,0.0010000000474974513,0.023654209449887276,0.07338520139455795,6544,
55.0,0.0010000000474974513,0.022756967693567276,0.07218372076749802,6663,
56.0,0.0010000000474974513,0.021965695545077324,0.07446205615997314,6782,
57.0,0.0010000000474974513,0.021431349217891693,0.07374832779169083,6901,
58.0,0.0010000000474974513,0.021068710833787918,0.07329253852367401,7020,
59.0,0.0010000000474974513,0.020485350862145424,0.07320819795131683,7139,
60.0,0.0010000000474974513,0.01962881162762642,0.07496176660060883,7258,0.1680796891450882
61.0,0.0010000000474974513,0.019118133932352066,0.07433576136827469,7377,
62.0,0.0010000000474974513,0.01873825117945671,0.07294231653213501,7496,
63.0,0.0010000000474974513,0.01868312433362007,0.0720452219247818,7615,
64.0,0.0010000000474974513,0.018109284341335297,0.07410635054111481,7734,
65.0,0.0010000000474974513,0.017896100878715515,0.07615845650434494,7853,
66.0,0.0010000000474974513,0.017626682296395302,0.07432828843593597,7972,
67.0,0.0010000000474974513,0.017192957922816277,0.0739075168967247,8091,
68.0,0.0010000000474974513,0.016611356288194656,0.07310863584280014,8210,
69.0,0.0010000000474974513,0.01611962728202343,0.07336536794900894,8329,
70.0,0.0010000000474974513,0.015553976409137249,0.07397788763046265,8448,0.16702233254909515
71.0,0.0010000000474974513,0.015807924792170525,0.07547198981046677,8567,
72.0,0.0010000000474974513,0.015828872099518776,0.07436022162437439,8686,
73.0,0.0010000000474974513,0.01525286864489317,0.0745716318488121,8805,
74.0,0.0010000000474974513,0.015083844773471355,0.0745350569486618,8924,
75.0,0.0010000000474974513,0.014500990509986877,0.07531099766492844,9043,
76.0,0.0007999999797903001,0.0129265571013093,0.07370948046445847,9162,
77.0,0.0007999999797903001,0.011331606656312943,0.07225198298692703,9281,
78.0,0.0007999999797903001,0.010651065036654472,0.0744328424334526,9400,
79.0,0.0007999999797903001,0.010539242066442966,0.07336606085300446,9519,
80.0,0.0007999999797903001,0.010825940407812595,0.07536754757165909,9638,0.16903555393218994
81.0,0.0007999999797903001,0.010936416685581207,0.0765194445848465,9757,
82.0,0.0007999999797903001,0.011254724115133286,0.07594926655292511,9876,
83.0,0.0007999999797903001,0.01145982276648283,0.0750599354505539,9995,
84.0,0.0007999999797903001,0.011042717844247818,0.07417844980955124,10114,
85.0,0.0007999999797903001,0.01096070371568203,0.07561033219099045,10233,
86.0,0.0007999999797903001,0.011047844775021076,0.07490477710962296,10352,
87.0,0.0007999999797903001,0.010810606181621552,0.07488269358873367,10471,
88.0,0.0007999999797903001,0.010458826087415218,0.07571495324373245,10590,
89.0,0.0007999999797903001,0.01018559280782938,0.07557006180286407,10709,
90.0,0.0007999999797903001,0.010180072858929634,0.0746636688709259,10828,0.16996441781520844
91.0,0.0007999999797903001,0.010265577584505081,0.07551838457584381,10947,
92.0,0.0007999999797903001,0.010085046291351318,0.07578057050704956,11066,
93.0,0.0007999999797903001,0.01029101200401783,0.07571177929639816,11185,
94.0,0.0007999999797903001,0.009920618496835232,0.07459591329097748,11304,
95.0,0.0007999999797903001,0.009678298607468605,0.07429688423871994,11423,
96.0,0.0007999999797903001,0.009848133660852909,0.07620461285114288,11542,
97.0,0.0007999999797903001,0.009648454375565052,0.07599704712629318,11661,
98.0,0.0007999999797903001,0.009551269933581352,0.07647150754928589,11780,
99.0,0.0007999999797903001,0.009410550817847252,0.0751212015748024,11899,
100.0,0.0007999999797903001,0.009492386132478714,0.0743725374341011,12018,0.16951707005500793
101.0,0.0007999999797903001,0.009401791729032993,0.0762057900428772,12137,
102.0,0.0007999999797903001,0.009118951857089996,0.07381982356309891,12256,
103.0,0.0007999999797903001,0.00896796490997076,0.07567628473043442,12375,
104.0,0.0007999999797903001,0.008881391026079655,0.07594907283782959,12494,
105.0,0.0007999999797903001,0.008868911303579807,0.0753043070435524,12613,
106.0,0.0007999999797903001,0.00880687776952982,0.07388041168451309,12732,
107.0,0.0006399999838322401,0.007571110501885414,0.07405360788106918,12851,
108.0,0.0006399999838322401,0.006304314360022545,0.0755181536078453,12970,
109.0,0.0006399999838322401,0.0059153237380087376,0.07680299878120422,13089,
110.0,0.0006399999838322401,0.005882261786609888,0.07556894421577454,13208,0.17054878175258636
111.0,0.0006399999838322401,0.006051673088222742,0.07711213082075119,13327,
112.0,0.0006399999838322401,0.006334311328828335,0.07677150517702103,13446,
113.0,0.0006399999838322401,0.006868851836770773,0.07635138928890228,13565,
114.0,0.0006399999838322401,0.006855492014437914,0.0760570764541626,13684,
115.0,0.0006399999838322401,0.00680196937173605,0.07542538642883301,13803,
116.0,0.0006399999838322401,0.006929043214768171,0.0771702453494072,13922,
117.0,0.0006399999838322401,0.006870191544294357,0.07485319674015045,14041,
118.0,0.0006399999838322401,0.0068579562939703465,0.07577311247587204,14160,
119.0,0.0006399999838322401,0.006794438697397709,0.07547175139188766,14279,
120.0,0.0006399999838322401,0.0065701003186404705,0.07586736977100372,14398,0.17146141827106476
121.0,0.0006399999838322401,0.006528887897729874,0.07560724765062332,14517,
122.0,0.0006399999838322401,0.006500884424895048,0.075887031853199,14636,
123.0,0.0006399999838322401,0.006550394464284182,0.07592508941888809,14755,
124.0,0.0006399999838322401,0.00644761323928833,0.07609491795301437,14874,
125.0,0.0006399999838322401,0.006463503465056419,0.07611028105020523,14993,
126.0,0.0006399999838322401,0.006439059041440487,0.07607778161764145,15112,
127.0,0.0006399999838322401,0.006354530807584524,0.076412633061409,15231,
128.0,0.0006399999838322401,0.006097813136875629,0.07588779926300049,15350,
129.0,0.0006399999838322401,0.005907005630433559,0.07685250043869019,15469,
130.0,0.0006399999838322401,0.0060035292990505695,0.07740110158920288,15588,0.17208881676197052
131.0,0.0006399999838322401,0.006199278868734837,0.07716257125139236,15707,
132.0,0.0006399999838322401,0.006268810946494341,0.0760154202580452,15826,
133.0,0.0006399999838322401,0.006339797750115395,0.07726351171731949,15945,
134.0,0.0006399999838322401,0.006396970245987177,0.07579880207777023,16064,
135.0,0.0006399999838322401,0.006202023010700941,0.07627522200345993,16183,
136.0,0.0006399999838322401,0.006111262831836939,0.07634568214416504,16302,
137.0,0.0006399999838322401,0.005925439298152924,0.07685717195272446,16421,
138.0,0.0005119999987073243,0.005112529266625643,0.07626425474882126,16540,
139.0,0.0005119999987073243,0.004237248562276363,0.07694392651319504,16659,
140.0,0.0005119999987073243,0.003916087560355663,0.07678406685590744,16778,0.17227384448051453
141.0,0.0005119999987073243,0.0037921187467873096,0.07702519744634628,16897,
142.0,0.0005119999987073243,0.0038313635159283876,0.07735302299261093,17016,
143.0,0.0005119999987073243,0.003912691492587328,0.07803548872470856,17135,
144.0,0.0005119999987073243,0.0040879398584365845,0.07822320610284805,17254,
145.0,0.0005119999987073243,0.0044707972556352615,0.07829548418521881,17373,
146.0,0.0005119999987073243,0.004739586729556322,0.07825922220945358,17492,
147.0,0.0005119999987073243,0.004817416425794363,0.07731583714485168,17611,
148.0,0.0005119999987073243,0.004851633217185736,0.07732831686735153,17730,
149.0,0.0005119999987073243,0.004753149580210447,0.07743898779153824,17849,
150.0,0.0005119999987073243,0.00458345515653491,0.07821700721979141,17968,0.17469170689582825
151.0,0.0005119999987073243,0.004548204597085714,0.0783357322216034,18087,
152.0,0.0005119999987073243,0.004623377230018377,0.07766474783420563,18206,
153.0,0.0005119999987073243,0.004622402600944042,0.07789237052202225,18325,
154.0,0.0005119999987073243,0.004566419404000044,0.07773525267839432,18444,
155.0,0.0005119999987073243,0.00451422156766057,0.07755425572395325,18563,
156.0,0.0005119999987073243,0.004481606651097536,0.07773055881261826,18682,
157.0,0.0005119999987073243,0.004403932020068169,0.07730545848608017,18801,
158.0,0.0005119999987073243,0.00424977345392108,0.07833357900381088,18920,
159.0,0.0005119999987073243,0.004280556924641132,0.07801772654056549,19039,
160.0,0.0005119999987073243,0.004330818075686693,0.0791442021727562,19158,0.17535005509853363
161.0,0.0005119999987073243,0.004375632852315903,0.07865896075963974,19277,
162.0,0.0005119999987073243,0.004430114291608334,0.07751575857400894,19396,
163.0,0.0005119999987073243,0.00439171539619565,0.07827823609113693,19515,
164.0,0.0005119999987073243,0.00444837985560298,0.07877840101718903,19634,
165.0,0.0005119999987073243,0.004306288436055183,0.07873356342315674,19753,
166.0,0.0005119999987073243,0.004281224682927132,0.07753955572843552,19872,
167.0,0.0005119999987073243,0.004216891713440418,0.07780483365058899,19991,
168.0,0.0005119999987073243,0.0042043584398925304,0.07904829829931259,20110,
169.0,0.0004096000047866255,0.00372991431504488,0.07778678089380264,20229,
170.0,0.0004096000047866255,0.003049775492399931,0.07862559705972672,20348,0.17520372569561005
171.0,0.0004096000047866255,0.0027586990036070347,0.07887939363718033,20467,
172.0,0.0004096000047866255,0.0026670596562325954,0.07884509116411209,20586,
173.0,0.0004096000047866255,0.0026627443730831146,0.07994178682565689,20705,
174.0,0.0004096000047866255,0.002798814792186022,0.07967143505811691,20824,
175.0,0.0004096000047866255,0.003022184129804373,0.0803656131029129,20943,
176.0,0.0004096000047866255,0.003234711242839694,0.07865262776613235,21062,
177.0,0.0004096000047866255,0.003395501524209976,0.08004756271839142,21181,
178.0,0.0004096000047866255,0.0035690281074494123,0.08009453862905502,21300,
179.0,0.0004096000047866255,0.0036232084967195988,0.07990345358848572,21419,
180.0,0.0004096000047866255,0.0035645565949380398,0.08003774285316467,21538,0.17762534320354462
181.0,0.0004096000047866255,0.003577409079298377,0.07998494058847427,21657,
182.0,0.0004096000047866255,0.0034057609736919403,0.07986616343259811,21776,
183.0,0.0004096000047866255,0.003288601292297244,0.07956525683403015,21895,
184.0,0.0004096000047866255,0.0032298306468874216,0.07993242889642715,22014,
185.0,0.0004096000047866255,0.003225726308301091,0.08010619133710861,22133,
186.0,0.0004096000047866255,0.0032083317637443542,0.07976637780666351,22252,
187.0,0.0004096000047866255,0.0032946974970400333,0.07954947650432587,22371,
188.0,0.0004096000047866255,0.003329724073410034,0.08000592887401581,22490,
189.0,0.0004096000047866255,0.0034241287503391504,0.07951673865318298,22609,
190.0,0.0004096000047866255,0.0035040234215557575,0.0799633115530014,22728,0.17711833119392395
191.0,0.0004096000047866255,0.0033602092880755663,0.08008289337158203,22847,
192.0,0.0004096000047866255,0.003293468616902828,0.08004040271043777,22966,
193.0,0.0004096000047866255,0.003268531756475568,0.0794765055179596,23085,
194.0,0.0004096000047866255,0.003139964770525694,0.0798729658126831,23204,
195.0,0.0004096000047866255,0.0030446320306509733,0.0807230994105339,23323,
196.0,0.0004096000047866255,0.003038570052012801,0.08034760504961014,23442,
197.0,0.0004096000047866255,0.0029896018095314503,0.079751156270504,23561,
198.0,0.0004096000047866255,0.0030605667270720005,0.08055437356233597,23680,
199.0,0.0004096000047866255,0.0031802060548216105,0.0796528235077858,23799,
200.0,0.0003276799980085343,0.0028834110125899315,0.08074846118688583,23918,0.1784641295671463
201.0,0.0003276799980085343,0.002365474123507738,0.08052773773670197,24037,
202.0,0.0003276799980085343,0.0021568138618022203,0.08099717646837234,24156,
203.0,0.0003276799980085343,0.002056111115962267,0.08133523166179657,24275,
204.0,0.0003276799980085343,0.0020461869426071644,0.08182597160339355,24394,
205.0,0.0003276799980085343,0.0020760027691721916,0.0819331556558609,24513,
206.0,0.0003276799980085343,0.002191662322729826,0.08155523985624313,24632,
207.0,0.0003276799980085343,0.0023087013978511095,0.08189273625612259,24751,
208.0,0.0003276799980085343,0.0024806936271488667,0.08227816224098206,24870,
209.0,0.0003276799980085343,0.002667925553396344,0.08226900547742844,24989,
210.0,0.0003276799980085343,0.002806965261697769,0.08157768100500107,25108,0.1789235919713974
211.0,0.0003276799980085343,0.0028912797570228577,0.08137693256139755,25227,
212.0,0.0003276799980085343,0.0028378779534250498,0.0809859111905098,25346,
213.0,0.0003276799980085343,0.0027312824968248606,0.08127651363611221,25465,
214.0,0.0003276799980085343,0.0026224739849567413,0.08146503567695618,25584,
215.0,0.0003276799980085343,0.0025470764376223087,0.08215045928955078,25703,
216.0,0.0003276799980085343,0.0024811241310089827,0.08164951950311661,25822,
217.0,0.0003276799980085343,0.0024109960068017244,0.08183448761701584,25941,
218.0,0.0003276799980085343,0.0024412500206381083,0.08168130367994308,26060,
219.0,0.0003276799980085343,0.0024518324062228203,0.08223104476928711,26179,
220.0,0.0003276799980085343,0.0024555972777307034,0.0818786472082138,26298,0.1796521097421646
221.0,0.0003276799980085343,0.0025149821303784847,0.08224596083164215,26417,
222.0,0.0003276799980085343,0.0025542110670357943,0.08212143927812576,26536,
223.0,0.0003276799980085343,0.0025832040701061487,0.08202385157346725,26655,
224.0,0.0003276799980085343,0.00249094283208251,0.08234627544879913,26774,
225.0,0.0003276799980085343,0.002463304903358221,0.08231471478939056,26893,
226.0,0.0003276799980085343,0.0024707214906811714,0.08139673620462418,27012,
227.0,0.0003276799980085343,0.0024877439718693495,0.08233349770307541,27131,
228.0,0.0003276799980085343,0.002485627541318536,0.0818701833486557,27250,
229.0,0.0003276799980085343,0.0024781322572380304,0.08213778585195541,27369,
230.0,0.0003276799980085343,0.0024460169952362776,0.08234185725450516,27488,0.18010984361171722
231.0,0.00026214399258606136,0.00223928433842957,0.08224458992481232,27607,
232.0,0.00026214399258606136,0.0018794186180457473,0.08216439187526703,27726,
233.0,0.00026214399258606136,0.001715384074486792,0.08264606446027756,27845,
234.0,0.00026214399258606136,0.0016495005693286657,0.08338727802038193,27964,
235.0,0.00026214399258606136,0.0016295630484819412,0.08334850519895554,28083,
236.0,0.00026214399258606136,0.001652474864386022,0.08367709815502167,28202,
237.0,0.00026214399258606136,0.001719118794426322,0.08353244513273239,28321,
238.0,0.00026214399258606136,0.0018257440533488989,0.08454405516386032,28440,
239.0,0.00026214399258606136,0.001992725534364581,0.08403782546520233,28559,
240.0,0.00026214399258606136,0.002201906405389309,0.08393096178770065,28678,0.18224158883094788
241.0,0.00026214399258606136,0.0022979576606303453,0.08317767828702927,28797,
242.0,0.00026214399258606136,0.002274554455652833,0.08336816728115082,28916,
243.0,0.00026214399258606136,0.002191888401284814,0.08350399881601334,29035,
244.0,0.00026214399258606136,0.0020979170221835375,0.0832875669002533,29154,
245.0,0.00026214399258606136,0.0020295565482228994,0.08326604217290878,29273,
246.0,0.00026214399258606136,0.0020027165301144123,0.08312233537435532,29392,
247.0,0.00026214399258606136,0.0020026536658406258,0.083705835044384,29511,
248.0,0.00026214399258606136,0.0019985109101980925,0.08351186662912369,29630,
249.0,0.00026214399258606136,0.001986097078770399,0.08311034739017487,29749,
250.0,0.00026214399258606136,0.0019931939896196127,0.08450594544410706,29868,0.1828407645225525
251.0,0.00026214399258606136,0.002018442377448082,0.08352036029100418,29987,
252.0,0.00026214399258606136,0.002035840880125761,0.08378614485263824,30106,
253.0,0.00026214399258606136,0.00203744531609118,0.08357439935207367,30225,
254.0,0.00026214399258606136,0.002036808291450143,0.0843878760933876,30344,
255.0,0.00026214399258606136,0.0020429021678864956,0.08429259061813354,30463,
256.0,0.00026214399258606136,0.00202741427347064,0.08351805061101913,30582,
257.0,0.00026214399258606136,0.00200637592934072,0.0841866135597229,30701,
258.0,0.00026214399258606136,0.001980165019631386,0.08460208773612976,30820,
259.0,0.00026214399258606136,0.0019563876558095217,0.08377323299646378,30939,
260.0,0.00026214399258606136,0.0019588989671319723,0.0838669165968895,31058,0.1827443689107895
261.0,0.00026214399258606136,0.0019639700185507536,0.08465872704982758,31177,
262.0,0.00020971520279999822,0.0018399272812530398,0.08437201380729675,31296,
263.0,0.00020971520279999822,0.001585198799148202,0.08475230634212494,31415,
264.0,0.00020971520279999822,0.0014730925904586911,0.08465548604726791,31534,
265.0,0.00020971520279999822,0.0014258651062846184,0.08482007682323456,31653,
266.0,0.00020971520279999822,0.0014158763224259019,0.08523331582546234,31772,
267.0,0.00020971520279999822,0.0014234456466510892,0.0855581983923912,31891,
268.0,0.00020971520279999822,0.0014628908829763532,0.08590121567249298,32010,
269.0,0.00020971520279999822,0.001523498329333961,0.08542639017105103,32129,
270.0,0.00020971520279999822,0.001636474160477519,0.08542437851428986,32248,0.18443191051483154
271.0,0.00020971520279999822,0.0017409090651199222,0.08548157662153244,32367,
272.0,0.00020971520279999822,0.0018467719200998545,0.08528891950845718,32486,
273.0,0.00020971520279999822,0.001865164958871901,0.08496727049350739,32605,
274.0,0.00020971520279999822,0.0018408795585855842,0.08572828024625778,32724,
275.0,0.00020971520279999822,0.0017961497651413083,0.0855969786643982,32843,
276.0,0.00020971520279999822,0.0017263784538954496,0.08530217409133911,32962,
277.0,0.00020971520279999822,0.0016815277049317956,0.08636872470378876,33081,
278.0,0.00020971520279999822,0.0016458098543807864,0.08533532172441483,33200,
279.0,0.00020971520279999822,0.0016342219896614552,0.08532360196113586,33319,
280.0,0.00020971520279999822,0.001638481393456459,0.08568399399518967,33438,0.18476004898548126
281.0,0.00020971520279999822,0.0016430827090516686,0.08601059764623642,33557,
282.0,0.00020971520279999822,0.0016710952622815967,0.08548437803983688,33676,
283.0,0.00020971520279999822,0.001680981833487749,0.08612482994794846,33795,
284.0,0.00020971520279999822,0.0016880413750186563,0.08600276708602905,33914,
285.0,0.00020971520279999822,0.001698105363175273,0.08573111146688461,34033,
286.0,0.00020971520279999822,0.001697089523077011,0.08546745777130127,34152,
287.0,0.00020971520279999822,0.0016996030462905765,0.08541612327098846,34271,
288.0,0.00020971520279999822,0.0016873535932973027,0.08580131083726883,34390,
289.0,0.00020971520279999822,0.0016512888250872493,0.08593373745679855,34509,
290.0,0.00020971520279999822,0.0016434711869806051,0.08572841435670853,34628,0.18507246673107147
291.0,0.00020971520279999822,0.0016365383053198457,0.08608322590589523,34747,
292.0,0.00020971520279999822,0.0016496480675414205,0.0866393968462944,34866,
293.0,0.00016777215932961553,0.0015506562776863575,0.086161769926548,34985,
294.0,0.00016777215932961553,0.0013768974458798766,0.08611070364713669,35104,
295.0,0.00016777215932961553,0.0013050362467765808,0.08651133626699448,35223,
296.0,0.00016777215932961553,0.0012710210867226124,0.08655377477407455,35342,
297.0,0.00016777215932961553,0.0012592191342264414,0.08634629100561142,35461,
298.0,0.00016777215932961553,0.0012651198776438832,0.08693365752696991,35580,
299.0,0.00016777215932961553,0.0012877695262432098,0.08708127588033676,35699,
300.0,0.00016777215932961553,0.0013262199936434627,0.08706384897232056,35818,0.18638961017131805
301.0,0.00016777215932961553,0.0013845908688381314,0.08706557005643845,35937,
302.0,0.00016777215932961553,0.001482433290220797,0.0869421437382698,36056,
303.0,0.00016777215932961553,0.0015640021301805973,0.08741779625415802,36175,
304.0,0.00016777215932961553,0.0016444938955828547,0.08684922754764557,36294,
305.0,0.00016777215932961553,0.0016259392723441124,0.08713904023170471,36413,
306.0,0.00016777215932961553,0.0015820164699107409,0.08656177669763565,36532,
307.0,0.00016777215932961553,0.0015217239269986749,0.08641301095485687,36651,
308.0,0.00016777215932961553,0.0014604617608711123,0.08693119883537292,36770,
309.0,0.00016777215932961553,0.0014287505764514208,0.08735799044370651,36889,
310.0,0.00016777215932961553,0.001397696672938764,0.08698755502700806,37008,0.18638764321804047
311.0,0.00016777215932961553,0.0013894183794036508,0.08738011121749878,37127,
312.0,0.00016777215932961553,0.0013962278608232737,0.08751394599676132,37246,
313.0,0.00016777215932961553,0.0014171976363286376,0.08702846616506577,37365,
314.0,0.00016777215932961553,0.0014429341536015272,0.08741431683301926,37484,
315.0,0.00016777215932961553,0.0014595240354537964,0.08674844354391098,37603,
316.0,0.00016777215932961553,0.0014825143152847886,0.08687872439622879,37722,
317.0,0.00016777215932961553,0.0014921571128070354,0.08705244213342667,37841,
318.0,0.00016777215932961553,0.0014808113919571042,0.08739935606718063,37960,
319.0,0.00016777215932961553,0.0014548901235684752,0.08756179362535477,38079,
320.0,0.00016777215932961553,0.001432440709322691,0.08767096698284149,38198,0.18740762770175934
321.0,0.00016777215932961553,0.0014207917265594006,0.08765331655740738,38317,
322.0,0.00016777215932961553,0.0014211140805855393,0.08756415545940399,38436,
323.0,0.00016777215932961553,0.0014316824963316321,0.08759655803442001,38555,
324.0,0.00013421772746369243,0.0013684214791283011,0.0877978727221489,38674,
325.0,0.00013421772746369243,0.001252109301276505,0.08764083683490753,38793,
326.0,0.00013421772746369243,0.0011991815408691764,0.08804330974817276,38912,
327.0,0.00013421772746369243,0.001180347055196762,0.08778923004865646,39031,
328.0,0.00013421772746369243,0.001173391123302281,0.08821564167737961,39150,
329.0,0.00013421772746369243,0.0011750847334042192,0.08832784742116928,39269,
330.0,0.00013421772746369243,0.0011875131167471409,0.0885419026017189,39388,0.18873101472854614
331.0,0.00013421772746369243,0.0012154914438724518,0.08819445967674255,39507,
332.0,0.00013421772746369243,0.0012474218383431435,0.0886620357632637,39626,
333.0,0.00013421772746369243,0.0012913256650790572,0.08859726041555405,39745,
334.0,0.00013421772746369243,0.0013535948237404227,0.08883034437894821,39864,
335.0,0.00013421772746369243,0.0014009488513693213,0.08834845572710037,39983,
336.0,0.00013421772746369243,0.0014114984078332782,0.08811203390359879,40102,
337.0,0.00013421772746369243,0.0013904266525059938,0.08827435225248337,40221,
338.0,0.00013421772746369243,0.0013498858315870166,0.08839492499828339,40340,
339.0,0.00013421772746369243,0.0013159438967704773,0.0885942205786705,40459,
340.0,0.00013421772746369243,0.0012959708692505956,0.08855769783258438,40578,0.18856564164161682
341.0,0.00013421772746369243,0.0012825074372813106,0.08869744837284088,40697,
342.0,0.00013421772746369243,0.0012693379539996386,0.08880628645420074,40816,
343.0,0.00013421772746369243,0.0012668443378061056,0.08876674622297287,40935,
344.0,0.00013421772746369243,0.0012767571024596691,0.08846117556095123,41054,
