epoch,lr,train_loss,val_loss,train_loss_y,train_loss_neg_dy,val_loss_y,val_loss_neg_dy,step,test_loss,test_loss_y,test_loss_neg_dy
0.0,6.299999949987978e-05,0.6885173916816711,0.5923199653625488,0.05948151648044586,0.845776379108429,0.12632465362548828,0.708818793296814,62,,,
1.0,0.00012599999899975955,0.3358584940433502,0.20871593058109283,0.11811085790395737,0.3902953863143921,0.2844952940940857,0.18977110087871552,125,,,
2.0,0.00018899999849963933,0.12126322090625763,0.12328949570655823,0.12654533982276917,0.11994268745183945,0.3083377182483673,0.07702744752168655,188,,,
3.0,0.0002519999979995191,0.07664045691490173,0.08242344111204147,0.16912436485290527,0.05351947247982025,0.24373316764831543,0.04209601506590843,251,,,
4.0,0.0003150000120513141,0.06443028897047043,0.05648413300514221,0.17960061132907867,0.03563769906759262,0.14121589064598083,0.035301197320222855,314,,,
5.0,0.00037799999699927866,0.07748454064130783,0.07812708616256714,0.2762436270713806,0.027794770896434784,0.27797946333885193,0.02816399559378624,377,,,
6.0,0.00044100001105107367,0.06236676871776581,0.07947535812854767,0.22111348807811737,0.02268008328974247,0.3129275441169739,0.021112313494086266,440,,,
7.0,0.0005039999959990382,0.08654247224330902,0.06309375911951065,0.35640665888786316,0.019076427444815636,0.2477196604013443,0.016937274485826492,503,,,
8.0,0.0005670000100508332,0.05168789625167847,0.05185390263795853,0.1934630572795868,0.01624409481883049,0.19827546179294586,0.015248513780534267,566,,,
9.0,0.0006300000241026282,0.04895777255296707,0.03445805609226227,0.18637579679489136,0.014603263698518276,0.11463670432567596,0.014413394033908844,629,,,
10.0,0.0006929999799467623,0.05253373458981514,0.027286287397146225,0.20691139996051788,0.013939321041107178,0.08376335352659225,0.013167020864784718,692,0.18691495060920715,0.4160425364971161,0.12963305413722992
11.0,0.0007559999939985573,0.04369968920946121,0.026738237589597702,0.16793891787528992,0.012639882043004036,0.08235517889261246,0.01283399760723114,755,,,
12.0,0.0008190000080503523,0.060607075691223145,0.04261302947998047,0.25160858035087585,0.012856701388955116,0.16847077012062073,0.011148594319820404,818,,,
13.0,0.0008820000221021473,0.04508283734321594,0.045953962951898575,0.18380723893642426,0.010401733219623566,0.18507622182369232,0.011173389852046967,881,,,
14.0,0.0009449999779462814,0.045599598437547684,0.03890049457550049,0.1869998723268509,0.010249532759189606,0.15200267732143402,0.010624952614307404,944,,,
15.0,0.0010000000474974513,0.038455232977867126,0.03056713193655014,0.1539081484079361,0.00959200132638216,0.10829070210456848,0.011136241257190704,1007,,,
16.0,0.0010000000474974513,0.028659649193286896,0.021245863288640976,0.11110854893922806,0.008047424256801605,0.073035828769207,0.008298370987176895,1070,,,
17.0,0.0010000000474974513,0.03230609744787216,0.018927764147520065,0.1332491934299469,0.007070318795740604,0.06131365895271301,0.008331291377544403,1133,,,
18.0,0.0010000000474974513,0.02410115674138069,0.018079767003655434,0.09206490963697433,0.007110219448804855,0.061078619211912155,0.007330052554607391,1196,,,
19.0,0.0010000000474974513,0.023936700075864792,0.01725829765200615,0.0880613699555397,0.00790553167462349,0.058726318180561066,0.006891290191560984,1259,,,
20.0,0.0010000000474974513,0.020622234791517258,0.02076486125588417,0.0779346376657486,0.006294132675975561,0.07765866070985794,0.006541409995406866,1322,0.14640966057777405,0.35833385586738586,0.09342862665653229
21.0,0.0010000000474974513,0.022108370438218117,0.035332079976797104,0.08859013020992279,0.005487933289259672,0.1488984078168869,0.006940499413758516,1385,,,
22.0,0.0010000000474974513,0.02211187593638897,0.03244100511074066,0.08962859958410263,0.005232691764831543,0.13840678334236145,0.00594955962151289,1448,,,
23.0,0.0010000000474974513,0.020252931863069534,0.021935470402240753,0.08108975738286972,0.005043721757829189,0.08741254359483719,0.005566200707107782,1511,,,
24.0,0.0010000000474974513,0.01880330964922905,0.01920337602496147,0.07635371387004852,0.004415710922330618,0.07883896678686142,0.004294476471841335,1574,,,
25.0,0.0010000000474974513,0.01751662977039814,0.018566859886050224,0.06921321898698807,0.004592477809637785,0.07059124112129211,0.0055607641115784645,1637,,,
26.0,0.0010000000474974513,0.02268373966217041,0.014806798659265041,0.09636314958333969,0.004263886716216803,0.05493408814072609,0.004774976056069136,1700,,,
